opened_at,status,event_slug,event_title,market_slug,question,group_item_title,side,entry_mode,paper_source,stake_usdc,price,fee_per_share,shares,fair_probability,net_edge,strategy_version,strategy_candidate_id,execution_quality,execution_slippage,maker_preferred,maker_quote_price,maker_fill_score,maker_reason,maker_edge_if_filled,maker_worst_edge,robust_reason,worst_edge,stress_pass_rate,decision_reason,risk_flags,visible_top_bucket,visible_top_bucket_probability,visible_bucket_rank,visible_bucket_count,fair_yes_probability,fair_no_probability,yes_net_edge,no_net_edge,expected_payout_usdc,expected_pnl_usdc,prediction_c,interval_lower,interval_upper,interval_unit,end_date,market_has_ended,actual_value,actual_status,won,payout_usdc,pnl_usdc,roi_pct,trade_id
2026-05-05T09:15:24+00:00,open,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,highest-temperature-in-lagos-on-may-5-2026-33c,Highest temperature in Lagos on May 5?,33°C,BUY_NO,taker,strategy_lab,5.0,0.75,0.009375,6.584362,0.944129,0.184754,strategy_lab_v2,highest-temperature-in-lagos-on-may-5-2026|highest-temperature-in-lagos-on-may-5-2026-33c|BUY_NO,good,0.0,0,0.745,0.625,"maker viable, taker expected value is higher",0.189129,0.102632,passes all stress and execution checks,0.088512,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,,31°C,,3,5,,,,,6.2165,1.2165,30.317025,32.5,33.5,celsius,,0,,,,,,,d079531e2731942e
2026-05-05T09:15:24+00:00,open,highest-temperature-in-san-francisco-on-may-5-2026,Highest temperature in San Francisco on May 5?,highest-temperature-in-san-francisco-on-may-5-2026-64-65f,Highest temperature in San Francisco on May 5?,64-65°F,BUY_NO,taker,strategy_lab,5.0,0.825,0.007219,6.008036,0.994027,0.161808,strategy_lab_v2,highest-temperature-in-san-francisco-on-may-5-2026|highest-temperature-in-san-francisco-on-may-5-2026-64-65f|BUY_NO,fair,0.005,0,0.795,0.515,"maker viable, taker expected value is higher",0.189027,0.119252,passes all stress and execution checks,0.082363,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 58-59°F,,58-59°F,,4,5,,,,,5.9722,0.9722,14.061809,64.0,66.0,fahrenheit,,0,,,,,,,f455e66cf956ea31
2026-05-05T09:15:24+00:00,open,highest-temperature-in-chongqing-on-may-5-2026,Highest temperature in Chongqing on May 5?,highest-temperature-in-chongqing-on-may-5-2026-32c,Highest temperature in Chongqing on May 5?,32°C,BUY_NO,taker,strategy_lab,5.0,0.815,0.007539,6.078741,0.977705,0.155166,strategy_lab_v2,highest-temperature-in-chongqing-on-may-5-2026|highest-temperature-in-chongqing-on-may-5-2026-32c|BUY_NO,fair,0.015,0,0.775,0.3775,"maker viable, taker expected value is higher",0.192705,0.113972,passes all stress and execution checks,0.066753,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 29°C,,29°C,,4,5,,,,,5.9432,0.9432,28.611153,31.5,32.5,celsius,,0,,,,,,,45c3257b418b2862
2026-05-05T09:15:24+00:00,open,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,lowest-temperature-in-hong-kong-on-may-5-2026-18c,Lowest temperature in Hong Kong on May 5?,18°C,BUY_YES,taker,strategy_lab,5.0,0.03,0.001455,158.957241,0.211303,0.179848,strategy_lab_v2,lowest-temperature-in-hong-kong-on-may-5-2026|lowest-temperature-in-hong-kong-on-may-5-2026-18c|BUY_YES,fair,0.02,1,0.008,0.477929,maker preferred,0.193303,0.09341,passes all stress and execution checks,0.06949,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,19°C,,2,5,,,,,33.5881,28.5881,18.994265,17.5,18.5,celsius,,0,,,,,,,1ef2c52a54b4364f
2026-05-05T09:15:24+00:00,open,highest-temperature-in-amsterdam-on-may-5-2026,Highest temperature in Amsterdam on May 5?,highest-temperature-in-amsterdam-on-may-5-2026-18c,Highest temperature in Amsterdam on May 5?,18°C,BUY_YES,taker,strategy_lab,5.0,0.038,0.001828,125.540452,0.213127,0.173299,strategy_lab_v2,highest-temperature-in-amsterdam-on-may-5-2026|highest-temperature-in-amsterdam-on-may-5-2026-18c|BUY_YES,good,0.0,0,0.036,0.785429,"maker viable, taker expected value is higher",0.167127,0.067358,passes all stress and execution checks,0.063074,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,17°C,,2,5,,,,,26.7561,21.7561,17.026129,17.5,18.5,celsius,,0,,,,,,,d89e0dae69206d0f
2026-05-05T09:15:24+00:00,open,highest-temperature-in-busan-on-may-5-2026,Highest temperature in Busan on May 5?,highest-temperature-in-busan-on-may-5-2026-19c,Highest temperature in Busan on May 5?,19°C,BUY_YES,taker,strategy_lab,5.0,0.055,0.002599,86.807439,0.258727,0.201128,strategy_lab_v2,highest-temperature-in-busan-on-may-5-2026|highest-temperature-in-busan-on-may-5-2026-19c|BUY_YES,fair,0.005,0,0.036,0.543921,"maker viable, taker expected value is higher",0.212727,0.095292,passes all stress and execution checks,0.073253,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,19°C,,1,5,,,,,22.4594,17.4594,19.207248,18.5,19.5,celsius,,0,,,,,,,76d91690ecbe9e4e
2026-05-05T09:15:24+00:00,open,highest-temperature-in-wellington-on-may-5-2026,Highest temperature in Wellington on May 5?,highest-temperature-in-wellington-on-may-5-2026-17c,Highest temperature in Wellington on May 5?,17°C,BUY_NO,taker,strategy_lab,5.0,0.705,0.010399,6.989109,0.87976,0.164361,strategy_lab_v2,highest-temperature-in-wellington-on-may-5-2026|highest-temperature-in-wellington-on-may-5-2026-17c|BUY_NO,fair,0.015,0,0.665,0.4475,"maker viable, taker expected value is higher",0.20476,0.105707,passes all stress and execution checks,0.055518,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 15°C,,15°C,,3,5,,,,,6.1487,1.1487,15.097095,16.5,17.5,celsius,,0,,,,,,,75f9156cfe572e74
2026-05-05T09:15:24+00:00,open,highest-temperature-in-warsaw-on-may-5-2026,Highest temperature in Warsaw on May 5?,highest-temperature-in-warsaw-on-may-5-2026-30corhigher,Highest temperature in Warsaw on May 5?,30°C or higher,BUY_YES,taker,strategy_lab,5.0,0.034,0.001642,140.283148,0.284211,0.248569,strategy_lab_v2,highest-temperature-in-warsaw-on-may-5-2026|highest-temperature-in-warsaw-on-may-5-2026-30corhigher|BUY_YES,fair,0.005,0,0.028,0.3895,"maker viable, taker expected value is higher",0.246211,0.070035,passes all stress and execution checks,0.061932,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,30°C or higher,,1,5,,,,,39.87,34.87,28.644435,29.5,,celsius,,0,,,,,,,b13ccc41c9a19f3d
2026-05-05T09:15:24+00:00,open,highest-temperature-in-moscow-on-may-5-2026,Highest temperature in Moscow on May 5?,highest-temperature-in-moscow-on-may-5-2026-22c,Highest temperature in Moscow on May 5?,22°C,BUY_YES,taker,strategy_lab,5.0,0.049,0.00233,97.409018,0.2442,0.19287,strategy_lab_v2,highest-temperature-in-moscow-on-may-5-2026|highest-temperature-in-moscow-on-may-5-2026-22c|BUY_YES,good,0.0,0,0.038,0.622625,"maker viable, taker expected value is higher",0.1962,0.082835,passes all stress and execution checks,0.069059,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,23°C,,2,5,,,,,23.7873,18.7873,22.559316,21.5,22.5,celsius,,0,,,,,,,49c46fd82d085eef
2026-05-05T09:15:24+00:00,open,highest-temperature-in-toronto-on-may-5-2026,Highest temperature in Toronto on May 5?,highest-temperature-in-toronto-on-may-5-2026-14c,Highest temperature in Toronto on May 5?,14°C,BUY_YES,taker,strategy_lab,5.0,0.062,0.002908,77.032344,0.235471,0.170563,strategy_lab_v2,highest-temperature-in-toronto-on-may-5-2026|highest-temperature-in-toronto-on-may-5-2026-14c|BUY_YES,fair,0.003,1,0.038,0.588538,maker preferred,0.187471,0.078358,passes all stress and execution checks,0.051017,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,15°C,,2,5,,,,,18.1389,13.1389,14.69486,13.5,14.5,celsius,,0,,,,,,,fbdd467770d91775
2026-05-05T09:15:24+00:00,open,highest-temperature-in-miami-on-may-5-2026,Highest temperature in Miami on May 5?,highest-temperature-in-miami-on-may-5-2026-84-85f,Highest temperature in Miami on May 5?,84-85°F,BUY_NO,taker,strategy_lab,5.0,0.645,0.011449,7.616741,0.845949,0.1895,strategy_lab_v2,highest-temperature-in-miami-on-may-5-2026|highest-temperature-in-miami-on-may-5-2026-84-85f|BUY_NO,fair,0.005,0,0.615,0.515,"maker viable, taker expected value is higher",0.220949,0.116283,passes all stress and execution checks,0.074985,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 82-83°F,,82-83°F,,2,5,,,,,6.4434,1.4434,27.723493,84.0,86.0,fahrenheit,,0,,,,,,,8038056366175b0b
2026-05-05T09:15:24+00:00,open,highest-temperature-in-hong-kong-on-may-5-2026,Highest temperature in Hong Kong on May 5?,highest-temperature-in-hong-kong-on-may-5-2026-25c,Highest temperature in Hong Kong on May 5?,25°C,BUY_NO,taker,strategy_lab,5.0,0.7,0.0105,7.037298,0.880861,0.170361,strategy_lab_v2,highest-temperature-in-hong-kong-on-may-5-2026|highest-temperature-in-hong-kong-on-may-5-2026-25c|BUY_NO,good,0.0,0,0.685,0.6025,"maker viable, taker expected value is higher",0.185861,0.086665,passes all stress and execution checks,0.06137,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 23°C,,23°C,,3,5,,,,,6.1989,1.1989,23.085848,24.5,25.5,celsius,,0,,,,,,,17d8def1404d3394
2026-05-05T09:15:24+00:00,open,highest-temperature-in-shenzhen-on-may-5-2026,Highest temperature in Shenzhen on May 5?,highest-temperature-in-shenzhen-on-may-5-2026-27c,Highest temperature in Shenzhen on May 5?,27°C,BUY_YES,taker,strategy_lab,5.0,0.075,0.003469,63.719634,0.253304,0.174835,strategy_lab_v2,highest-temperature-in-shenzhen-on-may-5-2026|highest-temperature-in-shenzhen-on-may-5-2026-27c|BUY_YES,fair,0.005,0,0.055,0.47,"maker viable, taker expected value is higher",0.188304,0.071492,passes all stress and execution checks,0.047603,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,27°C,,1,5,,,,,16.1404,11.1404,26.623316,26.5,27.5,celsius,,0,,,,,,,60759814cf08deb4
2026-05-05T09:15:24+00:00,open,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,highest-temperature-in-cape-town-on-may-5-2026-15c,Highest temperature in Cape Town on May 5?,15°C,BUY_YES,taker,strategy_lab,5.0,0.025,0.001219,190.703218,0.193107,0.166888,strategy_lab_v2,highest-temperature-in-cape-town-on-may-5-2026|highest-temperature-in-cape-town-on-may-5-2026-15c|BUY_YES,good,0.005,1,0.017,0.67725,maker preferred,0.166107,0.066742,passes all stress and execution checks,0.057053,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,16°C,,3,5,,,,,36.8261,31.8261,16.18704,14.5,15.5,celsius,,0,,,,,,,317e532925439593
2026-05-05T09:15:24+00:00,open,highest-temperature-in-kuala-lumpur-on-may-5-2026,Highest temperature in Kuala Lumpur on May 5?,highest-temperature-in-kuala-lumpur-on-may-5-2026-34c,Highest temperature in Kuala Lumpur on May 5?,34°C,BUY_NO,taker,strategy_lab,5.0,0.73,0.009855,6.758081,0.888439,0.148584,strategy_lab_v2,highest-temperature-in-kuala-lumpur-on-may-5-2026|highest-temperature-in-kuala-lumpur-on-may-5-2026-34c|BUY_NO,fair,0.02,0,0.675,0.31875,maker fill score below 0.35,0.203439,0.103555,passes all stress and execution checks,0.038935,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 32°C,,32°C,,4,5,,,,,6.0041,1.0041,32.007317,33.5,34.5,celsius,,0,,,,,,,a1bcfe62a88a0898
2026-05-05T09:15:24+00:00,open,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,highest-temperature-in-los-angeles-on-may-5-2026-62-63f,Highest temperature in Los Angeles on May 5?,62-63°F,BUY_YES,taker,strategy_lab,5.0,0.08,0.00368,59.751434,0.271594,0.187914,strategy_lab_v2,highest-temperature-in-los-angeles-on-may-5-2026|highest-temperature-in-los-angeles-on-may-5-2026-62-63f|BUY_YES,good,0.0,0,0.075,0.625,"maker viable, taker expected value is higher",0.186594,0.060942,passes all stress and execution checks,0.051847,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,62-63°F,,1,5,,,,,16.2281,11.2281,17.761602,62.0,64.0,fahrenheit,,0,,,,,,,747566df044de646
2026-05-05T09:15:24+00:00,open,highest-temperature-in-milan-on-may-5-2026,Highest temperature in Milan on May 5?,highest-temperature-in-milan-on-may-5-2026-14c,Highest temperature in Milan on May 5?,14°C,BUY_YES,taker,strategy_lab,5.0,0.028,0.001361,170.295087,0.165354,0.135993,strategy_lab_v2,highest-temperature-in-milan-on-may-5-2026|highest-temperature-in-milan-on-may-5-2026-14c|BUY_YES,good,0.0,0,0.025,0.74725,"maker viable, taker expected value is higher",0.130354,0.036384,passes all stress and execution checks,0.031556,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,15°C,,3,5,,,,,28.159,23.159,15.46067,13.5,14.5,celsius,,0,,,,,,,5708a6eb211ad724
2026-05-05T09:15:24+00:00,open,highest-temperature-in-buenos-aires-on-may-5-2026,Highest temperature in Buenos Aires on May 5?,highest-temperature-in-buenos-aires-on-may-5-2026-25c,Highest temperature in Buenos Aires on May 5?,25°C,BUY_NO,taker,strategy_lab,5.0,0.85,0.006375,5.838564,0.98448,0.128105,strategy_lab_v2,highest-temperature-in-buenos-aires-on-may-5-2026|highest-temperature-in-buenos-aires-on-may-5-2026-25c|BUY_NO,good,0.0,0,0.835,0.5325,"maker viable, taker expected value is higher",0.13948,0.063162,passes all stress and execution checks,0.042142,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 22°C,,22°C,,4,5,,,,,5.7479,0.7479,21.370418,24.5,25.5,celsius,,0,,,,,,,e79d383f0b831661
2026-05-05T09:15:24+00:00,open,lowest-temperature-in-tokyo-on-may-5-2026,Lowest temperature in Tokyo on May 5?,lowest-temperature-in-tokyo-on-may-5-2026-11c,Lowest temperature in Tokyo on May 5?,11°C,BUY_YES,taker,strategy_lab,5.0,0.0535,0.002532,89.234902,0.230848,0.174816,strategy_lab_v2,lowest-temperature-in-tokyo-on-may-5-2026|lowest-temperature-in-tokyo-on-may-5-2026-11c|BUY_YES,fair,0.0145,1,0.015,0.378086,maker preferred,0.205848,0.099182,passes all stress and execution checks,0.057709,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,12°C,,2,5,,,,,20.5997,15.5997,11.758565,10.5,11.5,celsius,,0,,,,,,,0baf2d6f67626985
2026-05-05T09:15:24+00:00,open,highest-temperature-in-toronto-on-may-5-2026,Highest temperature in Toronto on May 5?,highest-temperature-in-toronto-on-may-5-2026-17corhigher,Highest temperature in Toronto on May 5?,17°C or higher,BUY_NO,taker,strategy_lab,5.0,0.545,0.012399,8.970239,0.885594,0.328195,strategy_lab_v2,highest-temperature-in-toronto-on-may-5-2026|highest-temperature-in-toronto-on-may-5-2026-17corhigher|BUY_NO,fair,0.005,0,0.535,0.6325,"maker viable, taker expected value is higher",0.340594,0.081295,passes all stress and execution checks,0.058946,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 15°C,,15°C,,5,5,,,,,7.944,2.944,14.69486,16.5,,celsius,,0,,,,,,,c8ea275b796b6813
2026-05-05T09:15:24+00:00,open,highest-temperature-in-chongqing-on-may-5-2026,Highest temperature in Chongqing on May 5?,highest-temperature-in-chongqing-on-may-5-2026-29c,Highest temperature in Chongqing on May 5?,29°C,BUY_YES,taker,strategy_lab,5.0,0.08,0.00368,59.751434,0.252799,0.169119,strategy_lab_v2,highest-temperature-in-chongqing-on-may-5-2026|highest-temperature-in-chongqing-on-may-5-2026-29c|BUY_YES,good,0.0,0,0.075,0.695,"maker viable, taker expected value is higher",0.167799,0.05113,passes all stress and execution checks,0.042035,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,29°C,,1,5,,,,,15.1051,10.1051,28.611153,28.5,29.5,celsius,,0,,,,,,,a28c53c1cd0f91e7
2026-05-05T09:15:24+00:00,open,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,highest-temperature-in-jakarta-on-may-5-2026-35c,Highest temperature in Jakarta on May 5?,35°C,BUY_NO,taker,strategy_lab,3.33,0.93,0.003255,3.568157,0.99976,0.066505,strategy_lab_v2,highest-temperature-in-jakarta-on-may-5-2026|highest-temperature-in-jakarta-on-may-5-2026-35c|BUY_NO,good,0.0,0,0.925,0.695,"maker viable, taker expected value is higher",0.06476,0.037471,passes all stress and execution checks,0.029651,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,,31°C,,5,5,,,,,3.5673,0.2373,29.290887,34.5,35.5,celsius,,0,,,,,,,19348a172a4bf28b
2026-05-05T09:15:24+00:00,open,lowest-temperature-in-nyc-on-may-5-2026,Lowest temperature in NYC on May 5?,lowest-temperature-in-nyc-on-may-5-2026-62-63f,Lowest temperature in NYC on May 5?,62-63°F,BUY_NO,taker,strategy_lab,4.23,0.921,0.003638,4.574764,0.999581,0.074943,strategy_lab_v2,lowest-temperature-in-nyc-on-may-5-2026|lowest-temperature-in-nyc-on-may-5-2026-62-63f|BUY_NO,fair,0.01,0,0.906,0.4875,"maker viable, taker expected value is higher",0.083581,0.049331,passes all stress and execution checks,0.031119,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 56-57°F,,56-57°F,,4,5,,,,,4.5728,0.3428,11.679789,62.0,64.0,fahrenheit,,0,,,,,,,da7dc7727a9be525
2026-05-05T09:15:24+00:00,open,highest-temperature-in-chengdu-on-may-5-2026,Highest temperature in Chengdu on May 5?,highest-temperature-in-chengdu-on-may-5-2026-28c,Highest temperature in Chengdu on May 5?,28°C,BUY_YES,taker,strategy_lab,5.0,0.05,0.002375,95.465394,0.176808,0.124433,strategy_lab_v2,highest-temperature-in-chengdu-on-may-5-2026|highest-temperature-in-chengdu-on-may-5-2026-28c|BUY_YES,good,0.0,0,0.035,0.6025,"maker viable, taker expected value is higher",0.131808,0.035059,passes all stress and execution checks,0.017239,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,29°C,,3,5,,,,,16.879,11.879,29.349384,27.5,28.5,celsius,,0,,,,,,,c35f8916b65b905d
2026-05-05T09:15:24+00:00,open,highest-temperature-in-madrid-on-may-5-2026,Highest temperature in Madrid on May 5?,highest-temperature-in-madrid-on-may-5-2026-17c,Highest temperature in Madrid on May 5?,17°C,BUY_YES,taker,strategy_lab,5.0,0.019,0.000932,250.853529,0.151735,0.131803,strategy_lab_v2,highest-temperature-in-madrid-on-may-5-2026|highest-temperature-in-madrid-on-may-5-2026-17c|BUY_YES,good,0.005,1,0.013,0.679,maker preferred,0.128735,0.038914,passes all stress and execution checks,0.031506,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 4 of 5,,19°C,,4,5,,,,,38.0633,33.0633,18.592127,16.5,17.5,celsius,,0,,,,,,,1921f13108801e7f
2026-05-05T09:15:24+00:00,open,highest-temperature-in-amsterdam-on-may-5-2026,Highest temperature in Amsterdam on May 5?,highest-temperature-in-amsterdam-on-may-5-2026-15c,Highest temperature in Amsterdam on May 5?,15°C,BUY_NO,taker,strategy_lab,5.0,0.745,0.009499,6.626916,0.891606,0.137107,strategy_lab_v2,highest-temperature-in-amsterdam-on-may-5-2026|highest-temperature-in-amsterdam-on-may-5-2026-15c|BUY_NO,fair,0.015,0,0.685,0.595,"maker viable, taker expected value is higher",0.196606,0.09659,passes all stress and execution checks,0.027341,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 17°C,wide spread,17°C,,4,5,,,,,5.9086,0.9086,17.026129,14.5,15.5,celsius,,0,,,,,,,e67062dd21c65a09
2026-05-05T09:15:24+00:00,open,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,highest-temperature-in-london-on-may-5-2026-15c,Highest temperature in London on May 5?,15°C,BUY_YES,taker,strategy_lab,5.0,0.047,0.00224,101.544389,0.182342,0.133102,strategy_lab_v2,highest-temperature-in-london-on-may-5-2026|highest-temperature-in-london-on-may-5-2026-15c|BUY_YES,good,0.0,0,0.043,0.718,"maker viable, taker expected value is higher",0.129342,0.031514,passes all stress and execution checks,0.024827,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,16°C,,3,5,,,,,18.5158,13.5158,16.294957,14.5,15.5,celsius,,0,,,,,,,4d53c13277872acb
2026-05-05T09:15:24+00:00,open,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,lowest-temperature-in-shanghai-on-may-5-2026-13c,Lowest temperature in Shanghai on May 5?,13°C,BUY_YES,taker,strategy_lab,5.0,0.035,0.001689,136.281558,0.17794,0.141251,strategy_lab_v2,lowest-temperature-in-shanghai-on-may-5-2026|lowest-temperature-in-shanghai-on-may-5-2026-13c|BUY_YES,fair,0.01,1,0.01,0.395,maker preferred,0.15794,0.060956,passes all stress and execution checks,0.033807,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,14°C,,3,5,,,,,24.2499,19.2499,14.338291,12.5,13.5,celsius,,0,,,,,,,3113a700a4f13eda
2026-05-05T09:15:24+00:00,open,highest-temperature-in-helsinki-on-may-5-2026,Highest temperature in Helsinki on May 5?,highest-temperature-in-helsinki-on-may-5-2026-15c,Highest temperature in Helsinki on May 5?,15°C,BUY_YES,taker,strategy_lab,5.0,0.028,0.001361,170.295087,0.145043,0.115682,strategy_lab_v2,highest-temperature-in-helsinki-on-may-5-2026|highest-temperature-in-helsinki-on-may-5-2026-15c|BUY_YES,good,0.0,0,0.026,0.785429,"maker viable, taker expected value is higher",0.109043,0.02156,passes all stress and execution checks,0.017732,1.0,BUY_YES: our bucket probability is above market ask after fee; rank 4 of 5,,13°C,,4,5,,,,,24.7001,19.7001,13.343051,14.5,15.5,celsius,,0,,,,,,,ea5b7101d862be54
2026-05-05T09:15:24+00:00,open,lowest-temperature-in-tokyo-on-may-6-2026,Lowest temperature in Tokyo on May 6?,lowest-temperature-in-tokyo-on-may-6-2026-16c,Lowest temperature in Tokyo on May 6?,16°C,BUY_NO,taker,strategy_lab,5.0,0.815,0.007539,6.078741,0.950437,0.127898,strategy_lab_v2,lowest-temperature-in-tokyo-on-may-6-2026|lowest-temperature-in-tokyo-on-may-6-2026-16c|BUY_NO,fair,0.015,0,0.795,0.3875,"maker viable, taker expected value is higher",0.145437,0.061361,passes all stress and execution checks,0.034142,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 13°C,,13°C,,4,5,,,,,5.7775,0.7775,13.214794,15.5,16.5,celsius,,0,,,,,,,ffafbbba2176b019
2026-05-05T09:15:24+00:00,open,highest-temperature-in-nyc-on-may-5-2026,Highest temperature in NYC on May 5?,highest-temperature-in-nyc-on-may-5-2026-76-77f,Highest temperature in NYC on May 5?,76-77°F,BUY_NO,taker,strategy_lab,5.0,0.825,0.007219,6.008036,0.958186,0.125967,strategy_lab_v2,highest-temperature-in-nyc-on-may-5-2026|highest-temperature-in-nyc-on-may-5-2026-76-77f|BUY_NO,fair,0.005,0,0.795,0.515,"maker viable, taker expected value is higher",0.153186,0.061665,passes all stress and execution checks,0.024776,1.0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 82-83°F,,82-83°F,,4,5,,,,,5.7568,0.7568,28.016489,76.0,78.0,fahrenheit,,0,,,,,,,d3d8ed188e15885f
